seed,rmse,success,mu_state_1,mu_state_2,var_state,rho_state,mu_true_1,mu_true_2,var_true,rho_true,w_r,w_V,alpha,bias,complex_add,symmetry_add,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36
20,0.234074074074074,True,0.309554476826074,0.559144478184334,0.648726142980688,-0.438046457954645,0.035889585616853,0.691757581758884,0.143399255838103,0.010662320274139,5.73346278788815,0,0,0.031665074007414,0.20890187860323,0.284745349610192,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341,4.85014558486545,3.85602265894576,3.29053814424204,2.33996027861341
21,0.79337962962963,True,0.048724880809127,0.289109659789817,0.519792473263169,0.005840369520427,0.205922765267439,0.050773256695377,0.091368297880957,0.005542433254137,0,0,6.95709546126005E-05,3.58416666666667,0.308114393236879,0.583591276218599,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667
22,0.237433314323677,True,0.084207932017025,0.23172088604022,0.141670938610954,-0.115743815108884,0.171161553611673,0.3388639606037,0.073188013892152,0.003701552888916,6.2160082665612,0,3.14516681961296E-05,0,0.066515787054575,0.092580891619944,4.83388839887525,3.83137155545971,3.26368037032894,2.32480833477206,4.85817405915291,3.85777918612927,3.290006559965,2.34791809169267,4.8670924031689,3.86849745215038,3.29957287751373,2.35696065101036,4.87268858765453,3.87344498356133,3.30585341163422,2.36175155967124,4.88158129781183,3.8841651776322,3.31543030067113,2.37082200589847,4.83999425817937,3.83799955696617,3.27028241644855,2.33059717961072,4.8422435759113,3.84068950238476,3.27268038246182,2.33285659827292,4.84365477822209,3.84193315702362,3.27425238659867,2.33405270567659,4.84590252905251,3.84462326657826,3.27665105385798,2.33631389872044
23,0.234074074074074,True,0.421392305492639,0.811791434952373,0.80218199702948,-0.405767991443707,0.221045363261653,0.686222085237467,0.027935513212922,0.000306259313887,4.64568826136375,0,7.5167105585295E-20,0.612867071040434,0.426307463533721,0.478251051459296,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032,4.85100667505232,3.85074407867466,3.29686381774937,2.33805209519032
24,0.234074074074074,True,0.553963699427653,1.05405917188425,1.39733418661475,-0.641397905780724,0.361056353964058,0.739840990209437,0.992924012062838,0.311885882361312,5.07155690358578,0,8.43259422508264E-22,0.242611576590911,0.551239092773131,0.594685489648334,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283,4.84906247118471,3.84989290171886,3.30369528605027,2.33401600771283
25,0.234074074074074,True,0.793364517702259,0.76833137767233,0.894009350713813,-0.405883965191922,0.411100127925113,0.117375547134716,0.469182180769479,0.096332162229802,3.76560395965082,0,0,1.25716925938798,0.511406648767931,0.948073881678172,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563,4.85222726098238,3.84532114911029,3.30225760949836,2.33686064707563
26,0.79337962962963,True,0.307934952624971,0.519391479305301,0.590281296724718,0.274989766856048,0.870562062475823,0.187921391622069,0.072633077415036,0.002617693363716,0,0,0.000179745246726,3.58416666666667,0.739121747113711,0.194951991641641,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667
27,0.234074074074074,True,0.946058917387376,-0.360142081473569,0.32370665364785,-0.254698130652029,0.38338077287262,0.979456632144521,0.797796141003877,0.133479234966643,14.5951347045549,0,1.6940658945086E-21,0.323120132342942,0.077204457723467,0.288902556176518,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877,4.84894822681684,3.85337331875954,3.29834991686151,2.33599520422877
28,0.234074074074074,True,0.482093407703974,0.781297323246389,0.787192670109292,-0.274422896021759,0.781308206273476,0.510992981653113,0.033376863209253,0.000950826143748,4.97782656557634,0,0,0.089269720595851,0.496997682960274,0.523955594031055,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881,4.84277945028132,3.85719299159022,3.30914281248631,2.32755141230881
29,0.79337962962963,True,0.863759985570083,0.284905965227627,0.005366498395075,2.19807010534339E-05,0.452719057599411,0.542296874008774,0.527999560885344,0.236660767879846,0,0,0.000241986424704,3.58416666666667,0.768199977808982,0.733143723320017,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667,3.58416666666667
